EXPOCODE,SECT,CRUISE,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,CTDPRS,CTDPRS_FLAG_W,CTDDPT,CTDDPT_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDTMP_1,CTDTMP_1_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDSAL_1,CTDSAL_1_FLAG_W,CTDCND,CTDCND_FLAG_W,CTDCND_1,CTDCND_1_FLAG_W,CTDOXY_2,CTDOXY_2_FLAG_W,CTDOXY_3,CTDOXY_3_FLAG_W,CTDOXV_2,CTDOXV_2_FLAG_W,CTDOXV_3,CTDOXV_3_FLAG_W,THETA,THETA_FLAG_W,THETA_1,THETA_1_FLAG_W,SIG0,SIG0_FLAG_W,SIG0_1,SIG0_1_FLAG_W,XMISS,XMISS_FLAG_W,XMISSCP,XMISSCP_FLAG_W,XMISSV,XMISSV_FLAG_W,FLUOR,FLUOR_FLAG_W,TURB,TURB_FLAG_W,CDOM,CDOM_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,OXYGEN_1,OXYGEN_1_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,SILCAT,SILCAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,TCARBN,TCARBN_FLAG_W,TCARBN_1,TCARBN_1_FLAG_W,ALKALI,ALKALI_FLAG_W,ALKALI_1,ALKALI_1_FLAG_W,DNSSAL,DNSSAL_FLAG_W,DNSSAL_1,DNSSAL_1_FLAG_W
-,-,-,UTC,UTC,DEG,DEG,M,-,-,-,-,-,DBAR,-,M,-,ITS-90,-,ITS-90,-,PSS-78,-,PSS-78,-,S/m,-,S/m,-,UMOL/KG,-,UMOL/KG,-,V,-,V,-,DEG C,-,DEG C,-,KG/CUM,-,KG/CUM,-,%TRANCE,-,1/M,-,V,-,UG/L,-,FTU,-,UG/L,-,PSS-78,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,G/KG,-,,
A14,A6,A14,A10,A5,F8.4,F9.4,I5,A6,I3,A7,A7,I1,F9.1,I1,F9.1,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F11.6,I1,F11.6,I1,F9.2,I1,F9.2,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.3,I1,F9.4,I1,F9.4,I1,F9.3,I1,F9.3,I1,F9.3,I1,F9.4,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.3,I1,F9.2,I1,F9.1,I1,F9.1,I1,F9.1,I1,F9.1,I1,F9.4,I1,,
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,20:48, 25.4158, 127.5019, 2405,   C03,  1,      9, X12101,2,   1819.4,2,   1799.8,2,   2.1617,2,   2.1612,2,  34.5907,2,  34.5923,2,   3.138098,2,   3.138187,2,   103.80,2,   103.49,2,   0.9936,2,   0.9726,2,   2.0380,2,   2.0376,2,  27.6407,2,  27.6420,2,  100.066,2,  -0.0026,2,   4.7333,2,    0.048,2,    0.019,2,    9.837,2,  34.5910,2,   104.05,2,  -999.00,9,38.94,1,0,1,143.16,1,2.725,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,20:48, 25.4158, 127.5019, 2405,   C03,  1,      8, X12108,2,   2022.2,2,   1999.4,2,   2.0257,2,   2.0258,2,  34.6128,2,  34.6142,2,   3.136252,2,   3.136370,2,   113.22,2,   112.90,2,   1.0221,2,   1.0009,2,   1.8871,2,   1.8871,2,  27.6703,2,  27.6714,2,  100.091,2,  -0.0036,2,   4.7345,2,    0.047,2,    0.021,2,    9.534,2,  34.6121,2,   113.25,2,  -999.00,9,38.33,1,0,1,143.2,1,2.678,1,0.02,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,20:48, 25.4158, 127.5019, 2405,   C03,  1,      7, X12107,2,   2225.0,2,   2198.9,2,   1.8817,2,   1.8825,2,  34.6314,2,  34.6327,2,   3.133319,2,   3.133493,2,   121.96,2,   121.70,2,   1.0452,2,   1.0241,2,   1.7280,2,   1.7288,2,  27.6975,2,  27.6984,2,  100.107,2,  -0.0043,2,   4.7352,2,    0.046,2,    0.019,2,    9.578,2,  34.6307,2,   122.02,2,  -999.00,9,37.95,1,0,1,143.49,1,2.633,1,-0.04,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,20:48, 25.4158, 127.5019, 2405,   C03,  1,      6, X12106,2,   2328.4,2,   2300.6,2,   1.8581,2,   1.8584,2,  34.6354,2,  34.6368,2,   3.135668,2,   3.135803,2,   123.87,2,   123.68,2,   1.0458,2,   1.0248,2,   1.6958,2,   1.6961,2,  27.7031,2,  27.7042,2,  100.109,2,  -0.0043,2,   4.7353,2,    0.046,2,    0.019,2,    9.328,2,  34.6347,2,   123.97,2,  -999.00,9,37.9,1,0,1,143.61,1,2.633,1,-0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,20:48, 25.4158, 127.5019, 2405,   C03,  1,      5, X12105,2,   2413.5,2,   2384.2,2,   1.8407,2,   1.8412,2,  34.6390,2,  34.6402,2,   3.137773,2,   3.137911,2,   125.41,2,   125.25,2,   1.0461,2,   1.0251,2,   1.6712,2,   1.6716,2,  27.7078,2,  27.7087,2,  100.064,2,  -0.0026,2,   4.7332,2,    0.046,2,    0.025,2,    9.922,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,20:48, 25.4158, 127.5019, 2405,   C03,  1,      4, X12104,2,   2413.4,2,   2384.1,2,   1.8407,2,   1.8411,2,  34.6389,2,  34.6402,2,   3.137758,2,   3.137899,2,   125.41,2,   125.21,2,   1.0461,2,   1.0249,2,   1.6712,2,   1.6716,2,  27.7077,2,  27.7088,2,  100.066,2,  -0.0026,2,   4.7333,2,    0.046,2,    0.022,2,    9.591,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,20:48, 25.4158, 127.5019, 2405,   C03,  1,      3, X12103,2,   2413.5,2,   2384.2,2,   1.8406,2,   1.8410,2,  34.6390,2,  34.6402,2,   3.137759,2,   3.137895,2,   125.39,2,   125.19,2,   1.0460,2,   1.0248,2,   1.6711,2,   1.6715,2,  27.7078,2,  27.7088,2,  100.064,2,  -0.0025,2,   4.7332,2,    0.046,2,    0.025,2,    9.874,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,20:48, 25.4158, 127.5019, 2405,   C03,  1,      2, X12102,2,   2413.5,2,   2384.2,2,   1.8408,2,   1.8413,2,  34.6389,2,  34.6402,2,   3.137773,2,   3.137924,2,   125.39,2,   125.23,2,   1.0460,2,   1.0250,2,   1.6713,2,   1.6718,2,  27.7077,2,  27.7087,2,  100.059,2,  -0.0023,2,   4.7330,2,    0.046,2,    0.023,2,   10.000,2,  34.6368,2,   125.74,2,  -999.00,9,37.5,1,0.02,1,143.02,1,2.613,1,0.06,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/30/2017,20:48, 25.4158, 127.5019, 2405,   C03,  1,      1, X12109,2,   2413.7,2,   2384.4,2,   1.8407,2,   1.8411,2,  34.6389,2,  34.6402,2,   3.137778,2,   3.137913,2,   125.37,2,   125.26,2,   1.0459,2,   1.0251,2,   1.6712,2,   1.6715,2,  27.7077,2,  27.7088,2,  100.068,2,  -0.0027,2,   4.7334,2,    0.046,2,    0.026,2,    9.867,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,      0,   -999,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,  34.5501,2,  -999.00,9,  -999.00,9,0.04,1,0.02,1,1.09,1,0.018,1,0.02,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     36, A12007,2,     58.4,2,     58.0,2,  23.5529,2,  23.5470,2,  34.9789,2,  34.9801,2,   5.156264,2,   5.155809,2,   214.00,2,   213.72,2,   2.5591,2,   2.5064,2,  23.5408,2,  23.5349,2,  23.7606,2,  23.7632,2,   98.262,2,   0.0701,2,   4.6480,2,    0.303,2,    0.074,2,    3.041,2,  34.9838,2,  -999.00,9,  -999.00,9,0,1,0.02,1,1.16,1,0.017,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     35, A12006,2,     58.4,2,     58.0,2,  23.5517,2,  23.5393,2,  34.9779,2,  34.9804,2,   5.156015,2,   5.155052,2,   214.11,2,   213.51,2,   2.5601,2,   2.5042,2,  23.5396,2,  23.5272,2,  23.7602,2,  23.7657,2,   98.307,2,   0.0683,2,   4.6502,2,    0.321,2,    0.074,2,    3.153,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     34, A12005,2,     58.2,2,     57.8,2,  23.5489,2,  23.5611,2,  34.9774,2,  34.9794,2,   5.155641,2,   5.157181,2,   213.79,2,   213.40,2,   2.5569,2,   2.5039,2,  23.5368,2,  23.5491,2,  23.7606,2,  23.7585,2,   98.304,2,   0.0685,2,   4.6500,2,    0.302,2,    0.075,2,    3.141,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     33, A12004,2,    705.9,2,    700.2,2,   6.3179,2,   6.3182,2,  34.3023,2,  34.3035,2,   3.434711,2,   3.434853,2,    91.51,2,    91.37,2,   1.0616,2,   1.0423,2,   6.2537,2,   6.2540,2,  26.9688,2,  26.9698,2,   99.845,2,   0.0062,2,   4.7228,2,    0.048,2,    0.035,2,    8.607,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     32, A12003,2,    706.0,2,    700.2,2,   6.3208,2,   6.3206,2,  34.3023,2,  34.3034,2,   3.434975,2,   3.435064,2,    91.51,2,    91.41,2,   1.0616,2,   1.0426,2,   6.2566,2,   6.2564,2,  26.9684,2,  26.9694,2,   99.843,2,   0.0063,2,   4.7227,2,    0.049,2,    0.034,2,    8.463,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     31, A12002,2,   1854.3,2,   1834.1,2,   3.5367,2,   3.5371,2,  34.4792,2,  34.4807,2,   3.250566,2,   3.250738,2,    78.70,2,    78.56,2,   0.8867,2,   0.8655,2,   3.3912,2,   3.3916,2,  27.4327,2,  27.4338,2,   99.839,2,   0.0064,2,   4.7225,2,    0.049,2,    0.052,2,   10.119,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     30, A12001,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     29, X12050,2,     50.2,2,     49.9,2,  24.3682,2,  24.3667,2,  34.8986,2,  34.9006,2,   5.229864,2,   5.229974,2,   213.01,2,   212.74,2,   2.5824,2,   2.5266,2,  24.3575,2,  24.3561,2,  23.4583,2,  23.4602,2,   98.348,2,   0.0666,2,   4.6521,2,    0.219,2,    0.073,2,    2.470,2,  34.9059,2,  -999.00,9,  -999.00,9,0.03,1,0.02,1,1.09,1,0.017,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     28, X12128,2,    100.7,2,    100.0,2,  22.3587,2,  22.3578,2,  35.0123,2,  35.0135,2,   5.039043,2,   5.039100,2,   206.72,2,   206.57,2,   2.4348,2,   2.3890,2,  22.3386,2,  22.3377,2,  24.1319,2,  24.1330,2,   98.585,2,   0.0570,2,   4.6633,2,    0.615,2,    0.072,2,    3.649,2,  35.0139,2,  -999.00,9,  -999.00,9,0.44,1,0.1,1,1.45,1,0.063,1,0.03,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     27, X12127,2,    100.8,2,    100.1,2,  22.3614,2,  22.3615,2,  35.0126,2,  35.0137,2,   5.039357,2,   5.039505,2,   207.16,2,   206.61,2,   2.4390,2,   2.3895,2,  22.3412,2,  22.3413,2,  24.1313,2,  24.1321,2,   98.560,2,   0.0580,2,   4.6621,2,    0.628,2,    0.071,2,    4.396,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     26, X12126,2,    100.8,2,    100.2,2,  22.3623,2,  22.3642,2,  35.0123,2,  35.0135,2,   5.039416,2,   5.039767,2,   206.51,2,   206.10,2,   2.4330,2,   2.3849,2,  22.3422,2,  22.3440,2,  24.1308,2,  24.1312,2,   98.589,2,   0.0569,2,   4.6635,2,    0.624,2,    0.073,2,    4.302,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     25, X12125,2,    100.9,2,    100.2,2,  22.3555,2,  22.3564,2,  35.0124,2,  35.0136,2,   5.038735,2,   5.038976,2,   207.05,2,   206.29,2,   2.4378,2,   2.3863,2,  22.3353,2,  22.3362,2,  24.1329,2,  24.1335,2,   98.586,2,   0.0570,2,   4.6633,2,    0.556,2,    0.075,2,    4.224,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     24, X12124,2,    201.6,2,    200.1,2,  20.2111,2,  20.2166,2,  34.9374,2,  34.9380,2,   4.814347,2,   4.814973,2,   192.77,2,   192.40,2,   2.2092,2,   2.1698,2,  20.1736,2,  20.1790,2,  24.6681,2,  24.6671,2,   99.643,2,   0.0143,2,   4.7133,2,    0.109,2,    0.034,2,    4.850,2,  34.9382,2,  -999.00,9,  -999.00,9,2.9,1,0.04,1,2.72,1,0.211,1,0.03,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     23, X12123,2,    402.8,2,    399.8,2,  15.1308,2,  15.1316,2,  34.5697,2,  34.5692,2,   4.274874,2,   4.274883,2,   184.33,2,   184.38,2,   1.9369,2,   1.9129,2,  15.0693,2,  15.0700,2,  25.6250,2,  25.6244,2,   99.924,2,   0.0030,2,   4.7266,2,    0.038,2,    0.029,2,    5.804,2,  34.5688,2,  -999.00,9,  -999.00,9,9.88,1,0.01,1,10.38,1,0.677,1,0.02,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     22, X12122,2,    504.4,2,    500.5,2,   9.9303,2,   9.9312,2,  34.2737,2,  34.2742,2,   3.753707,2,   3.753846,2,   143.15,2,   142.84,2,   1.4824,2,   1.4622,2,   9.8716,2,   9.8726,2,  26.4065,2,  26.4067,2,   99.947,2,   0.0021,2,   4.7277,2,    0.043,2,    0.025,2,    7.566,2,  34.2735,2,  -999.00,9,  -999.00,9,22.44,1,0.01,1,35.95,1,1.591,1,0.04,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     21, X12121,2,    504.2,2,    500.3,2,   9.9319,2,   9.9350,2,  34.2739,2,  34.2742,2,   3.753863,2,   3.754188,2,   142.95,2,   142.96,2,   1.4811,2,   1.4631,2,   9.8732,2,   9.8763,2,  26.4064,2,  26.4061,2,   99.950,2,   0.0020,2,   4.7278,2,    0.043,2,    0.028,2,    7.218,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     20, X12120,2,    504.4,2,    500.5,2,   9.9378,2,   9.9385,2,  34.2736,2,  34.2742,2,   3.754397,2,   3.754516,2,   142.98,2,   143.08,2,   1.4814,2,   1.4640,2,   9.8791,2,   9.8798,2,  26.4052,2,  26.4055,2,   99.948,2,   0.0021,2,   4.7277,2,    0.043,2,    0.031,2,    7.451,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     19, X12119,2,    504.4,2,    500.5,2,   9.9360,2,   9.9378,2,  34.2737,2,  34.2742,2,   3.754238,2,   3.754447,2,   142.81,2,   142.88,2,   1.4802,2,   1.4626,2,   9.8773,2,   9.8791,2,  26.4055,2,  26.4056,2,   99.959,2,   0.0016,2,   4.7282,2,    0.043,2,    0.026,2,    7.564,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     18, X12118,2,    604.4,2,    599.6,2,   7.6446,2,   7.6490,2,  34.2393,2,  34.2400,2,   3.544642,2,   3.545105,2,   110.18,2,   110.18,2,   1.2074,2,   1.1895,2,   7.5841,2,   7.5885,2,  26.7373,2,  26.7372,2,   99.922,2,   0.0031,2,   4.7265,2,    0.047,2,    0.024,2,    7.936,2,  34.2396,2,  -999.00,9,  -999.00,9,29.59,1,0.02,1,57.78,1,2.111,1,0.05,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     17, X12117,2,    705.9,2,    700.2,2,   6.3235,2,   6.3247,2,  34.3021,2,  34.3032,2,   3.435209,2,   3.435414,2,    91.48,2,    91.44,2,   1.0615,2,   1.0428,2,   6.2593,2,   6.2605,2,  26.9680,2,  26.9687,2,   99.836,2,   0.0065,2,   4.7224,2,    0.048,2,    0.034,2,    8.438,2,  34.3025,2,  -999.00,9,  -999.00,9,33.21,1,0.02,1,77.93,1,2.374,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     16, X12116,2,    907.8,2,    899.9,2,   5.1044,2,   5.1044,2,  34.3772,2,  34.3788,2,   3.341303,2,   3.341447,2,    79.91,2,    79.87,2,   0.9634,2,   0.9442,2,   5.0288,2,   5.0289,2,  27.1782,2,  27.1794,2,   99.757,2,   0.0097,2,   4.7187,2,    0.049,2,    0.063,2,    9.135,2,  34.3807,2,  -999.00,9,  -999.00,9,36.14,1,0.02,1,100.13,1,2.575,1,-0.02,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     15, X12115,2,   1009.3,2,   1000.3,2,   4.4056,2,   4.4049,2,  34.4082,2,  34.4099,2,   3.286186,2,   3.286275,2,    74.97,2,    74.91,2,   0.9214,2,   0.9018,2,   4.3261,2,   4.3255,2,  27.2810,2,  27.2824,2,   99.870,2,   0.0052,2,   4.7241,2,    0.049,2,    0.036,2,    9.475,2,  34.4086,2,  -999.00,9,  -999.00,9,37.94,1,0.01,1,108.6,1,2.697,1,0,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     14, X12114,2,   1009.3,2,   1000.3,2,   4.4075,2,   4.4061,2,  34.4080,2,  34.4096,2,   3.286347,2,   3.286355,2,    74.95,2,    74.89,2,   0.9213,2,   0.9017,2,   4.3281,2,   4.3266,2,  27.2806,2,  27.2821,2,   99.862,2,   0.0055,2,   4.7237,2,    0.049,2,    0.041,2,    9.302,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     13, X12113,2,   1009.2,2,   1000.2,2,   4.4104,2,   4.4045,2,  34.4077,2,  34.4097,2,   3.286577,2,   3.286229,2,    74.92,2,    74.91,2,   0.9212,2,   0.9018,2,   4.3310,2,   4.3251,2,  27.2801,2,  27.2824,2,   99.858,2,   0.0057,2,   4.7235,2,    0.049,2,    0.032,2,    9.307,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     12, X12112,2,   1009.3,2,   1000.3,2,   4.4107,2,   4.4091,2,  34.4077,2,  34.4093,2,   3.286602,2,   3.286604,2,    74.89,2,    74.92,2,   0.9210,2,   0.9019,2,   4.3312,2,   4.3297,2,  27.2801,2,  27.2816,2,   99.864,2,   0.0054,2,   4.7238,2,    0.049,2,    0.035,2,    9.358,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     11, X12111,2,   1211.9,2,   1200.5,2,   4.0851,2,   4.0860,2,  34.4425,2,  34.4440,2,   3.269351,2,   3.269549,2,    78.23,2,    78.20,2,   0.9246,2,   0.9050,2,   3.9909,2,   3.9917,2,  27.3436,2,  27.3447,2,   99.871,2,   0.0051,2,   4.7242,2,    0.049,2,    0.034,2,   10.014,2,  34.4443,2,  -999.00,9,  -999.00,9,38.25,1,0.02,1,114.43,1,2.72,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,05/31/2017,04:43, 25.9337, 126.8994, 1847,   C04,  1,     10, X12110,2,   1313.3,2,   1300.6,2,   3.8942,2,   3.8960,2,  34.4550,2,  34.4565,2,   3.257797,2,   3.258082,2,    78.11,2,    78.03,2,   0.9162,2,   0.8962,2,   3.7929,2,   3.7947,2,  27.3738,2,  27.3748,2,   99.889,2,   0.0045,2,   4.7250,2,    0.050,2,    0.036,2,    9.623,2,  34.4559,2,  -999.00,9,  -999.00,9,38.52,1,0.01,1,117.54,1,2.742,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
