EXPOCODE,SECT,CRUISE,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,CTDPRS,CTDPRS_FLAG_W,CTDDPT,CTDDPT_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDTMP_1,CTDTMP_1_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDSAL_1,CTDSAL_1_FLAG_W,CTDCND,CTDCND_FLAG_W,CTDCND_1,CTDCND_1_FLAG_W,CTDOXY_2,CTDOXY_2_FLAG_W,CTDOXY_3,CTDOXY_3_FLAG_W,CTDOXV_2,CTDOXV_2_FLAG_W,CTDOXV_3,CTDOXV_3_FLAG_W,THETA,THETA_FLAG_W,THETA_1,THETA_1_FLAG_W,SIG0,SIG0_FLAG_W,SIG0_1,SIG0_1_FLAG_W,XMISS,XMISS_FLAG_W,XMISSCP,XMISSCP_FLAG_W,XMISSV,XMISSV_FLAG_W,FLUOR,FLUOR_FLAG_W,TURB,TURB_FLAG_W,CDOM,CDOM_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,OXYGEN_1,OXYGEN_1_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,SILCAT,SILCAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,TCARBN,TCARBN_FLAG_W,TCARBN_1,TCARBN_1_FLAG_W,ALKALI,ALKALI_FLAG_W,ALKALI_1,ALKALI_1_FLAG_W,DNSSAL,DNSSAL_FLAG_W,DNSSAL_1,DNSSAL_1_FLAG_W
-,-,-,UTC,UTC,DEG,DEG,M,-,-,-,-,-,DBAR,-,M,-,ITS-90,-,ITS-90,-,PSS-78,-,PSS-78,-,S/m,-,S/m,-,UMOL/KG,-,UMOL/KG,-,V,-,V,-,DEG C,-,DEG C,-,KG/CUM,-,KG/CUM,-,%TRANCE,-,1/M,-,V,-,UG/L,-,FTU,-,UG/L,-,PSS-78,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,G/KG,-,,
A14,A6,A14,A10,A5,F8.4,F9.4,I5,A6,I3,A7,A7,I1,F9.1,I1,F9.1,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F11.6,I1,F11.6,I1,F9.2,I1,F9.2,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.3,I1,F9.4,I1,F9.4,I1,F9.3,I1,F9.3,I1,F9.3,I1,F9.4,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.3,I1,F9.2,I1,F9.1,I1,F9.1,I1,F9.1,I1,F9.1,I1,F9.4,I1,,
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,     12, X12112,2,    949.1,2,    940.6,2,   4.6783,2,   4.6795,2,  34.3946,2,  34.3959,2,   3.306652,2,   3.306876,2,    76.05,2,    75.88,2,   0.9339,2,   0.9138,2,   4.6021,2,   4.6033,2,  27.2401,2,  27.2411,2,   99.025,2,   0.0392,2,   4.6841,2,    0.050,2,    0.092,2,    8.541,2,  34.3942,2,  -999.00,9,  -999.00,9,36.99,1,0,1,106.18,1,2.672,1,0.07,1,   2311.1,1,   -999.0,9,   2352.4,1,   -999.0,9,  34.5722,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,     11, X12111,2,    959.8,2,    951.1,2,   4.6449,2,   4.6467,2,  34.3962,2,  34.3975,2,   3.304284,2,   3.304551,2,    75.89,2,    75.64,2,   0.9320,2,   0.9114,2,   4.5680,2,   4.5698,2,  27.2452,2,  27.2460,2,   99.222,2,   0.0312,2,   4.6934,2,    0.050,2,    0.078,2,    7.463,2,  34.3961,2,  -999.00,9,  -999.00,9,37.1,1,0.01,1,106.6,1,2.676,1,0.05,1,   2312.6,1,   -999.0,9,   2353.2,1,   -999.0,9,  34.5761,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,     10, X12110,2,    970.8,2,    962.1,2,   4.6241,2,   4.6251,2,  34.3974,2,  34.3989,2,   3.303011,2,   3.303228,2,    75.70,2,    75.49,2,   0.9301,2,   0.9097,2,   4.5464,2,   4.5474,2,  27.2485,2,  27.2496,2,   99.276,2,   0.0291,2,   4.6960,2,    0.050,2,    0.075,2,    7.920,2,  34.3971,2,  -999.00,9,  -999.00,9,37.26,1,0.01,1,107.47,1,2.682,1,0.07,1,   2312.8,1,   -999.0,9,   2363.7,1,   -999.0,9,  34.5807,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,      9, X12101,2,    979.9,2,    971.0,2,   4.6080,2,   4.6092,2,  34.3982,2,  34.3997,2,   3.302039,2,   3.302270,2,    75.56,2,    75.37,2,   0.9286,2,   0.9083,2,   4.5296,2,   4.5308,2,  27.2511,2,  27.2521,2,   99.224,2,   0.0311,2,   4.6935,2,    0.050,2,    0.079,2,    8.862,2,  34.3979,2,  -999.00,9,  -999.00,9,37.08,1,0.01,1,107.49,1,2.68,1,0.06,1,   2314.5,1,   -999.0,9,   2357.0,1,   -999.0,9,  34.5803,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,      8, X12108,2,    990.0,2,    981.0,2,   4.5796,2,   4.5809,2,  34.4003,2,  34.4018,2,   3.300126,2,   3.300374,2,    75.15,2,    74.93,2,   0.9254,2,   0.9049,2,   4.5005,2,   4.5018,2,  27.2558,2,  27.2569,2,   98.873,2,   0.0453,2,   4.6769,2,    0.050,2,    0.120,2,    7.066,2,  34.3999,2,  -999.00,9,  -999.00,9,37.19,1,0.01,1,107.69,1,2.679,1,0.06,1,   2315.3,1,   -999.0,9,   2353.7,1,   -999.0,9,  34.5820,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,      7, X12107,2,   1000.7,2,    991.6,2,   4.5669,2,   4.5683,2,  34.4012,2,  34.4027,2,   3.299536,2,   3.299792,2,    75.00,2,    74.71,2,   0.9238,2,   0.9029,2,   4.4870,2,   4.4884,2,  27.2581,2,  27.2591,2,   98.701,2,   0.0523,2,   4.6688,2,    0.050,2,    0.129,2,    8.396,2,  34.4006,2,  -999.00,9,  -999.00,9,37.26,1,0,1,108.14,1,2.685,1,0.07,1,   2315.4,1,   -999.0,9,   2356.7,1,   -999.0,9,  34.5814,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,      6, X12106,2,   1010.3,2,   1001.0,2,   4.5331,2,   4.5353,2,  34.4030,2,  34.4047,2,   3.297102,2,   3.297440,2,    74.43,2,    74.18,2,   0.9197,2,   0.8990,2,   4.4527,2,   4.4548,2,  27.2632,2,  27.2643,2,   98.502,2,   0.0604,2,   4.6594,2,    0.050,2,    0.152,2,    8.601,2,  34.4020,2,  -999.00,9,  -999.00,9,37.35,1,0.01,1,109.51,1,2.703,1,0.08,1,   2315.3,1,   -999.0,9,   2366.3,1,   -999.0,9,  34.5806,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,      5, X12105,2,   1020.2,2,   1010.9,2,   4.5189,2,   4.5208,2,  34.4038,2,  34.4056,2,   3.296333,2,   3.296658,2,    74.27,2,    73.94,2,   0.9181,2,   0.8969,2,   4.4376,2,   4.4396,2,  27.2655,2,  27.2667,2,   98.491,2,   0.0609,2,   4.6589,2,    0.051,2,    0.147,2,    9.250,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,      4, X12104,2,   1020.3,2,   1010.9,2,   4.5188,2,   4.5206,2,  34.4039,2,  34.4058,2,   3.296332,2,   3.296658,2,    74.31,2,    73.98,2,   0.9183,2,   0.8971,2,   4.4376,2,   4.4394,2,  27.2656,2,  27.2669,2,   98.485,2,   0.0611,2,   4.6585,2,    0.051,2,    0.189,2,    8.688,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,      3, X12103,2,   1020.2,2,   1010.9,2,   4.5189,2,   4.5207,2,  34.4038,2,  34.4058,2,   3.296338,2,   3.296668,2,    74.27,2,    73.99,2,   0.9181,2,   0.8972,2,   4.4377,2,   4.4395,2,  27.2655,2,  27.2669,2,   98.487,2,   0.0610,2,   4.6586,2,    0.051,2,    0.144,2,    9.025,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,      2, X12102,2,   1020.3,2,   1011.0,2,   4.5188,2,   4.5205,2,  34.4038,2,  34.4059,2,   3.296335,2,   3.296661,2,    74.29,2,    73.98,2,   0.9182,2,   0.8971,2,   4.4376,2,   4.4392,2,  27.2655,2,  27.2670,2,   98.456,2,   0.0623,2,   4.6572,2,    0.051,2,    0.154,2,    9.128,2,  34.4029,2,  -999.00,9,  -999.00,9,37.32,1,0.01,1,109.91,1,2.709,1,0.09,1,   2317.3,1,   -999.0,9,   2356.1,1,   -999.0,9,  34.5834,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,04:28, 28.7508, 127.5065, 1026,   C14,  1,      1, X12109,2,   1019.7,2,   1010.4,2,   4.5188,2,   4.5207,2,  34.4039,2,  34.4060,2,   3.296314,2,   3.296656,2,    74.37,2,    74.02,2,   0.9187,2,   0.8974,2,   4.4376,2,   4.4395,2,  27.2656,2,  27.2670,2,   98.464,2,   0.0619,2,   4.6576,2,    0.051,2,    0.148,2,    8.876,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,      0,   -999,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,  34.7207,2,  -999.00,9,  -999.00,9,0.05,1,0.03,1,1.2,1,0.025,1,0.03,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     36, A12007,2,     67.5,2,     67.0,2,  23.4518,2,  23.4476,2,  34.9253,2,  34.9281,2,   5.139162,2,   5.139096,2,   206.22,2,   206.05,2,   2.4775,2,   2.4274,2,  23.4378,2,  23.4337,2,  23.7500,2,  23.7533,2,   98.234,2,   0.0713,2,   4.6467,2,    0.715,2,    0.070,2,    2.025,2,  34.9272,2,  -999.00,9,  -999.00,9,0.27,1,0.05,1,1.44,1,0.056,1,0.03,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     35, A12006,2,     67.4,2,     66.9,2,  23.4667,2,  23.4677,2,  34.9217,2,  34.9230,2,   5.140231,2,   5.140498,2,   206.25,2,   206.03,2,   2.4784,2,   2.4278,2,  23.4527,2,  23.4537,2,  23.7430,2,  23.7436,2,   98.268,2,   0.0699,2,   4.6483,2,    0.650,2,    0.069,2,    1.844,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     34, A12005,2,     67.4,2,     66.9,2,  23.4714,2,  23.4773,2,  34.9211,2,  34.9221,2,   5.140640,2,   5.141378,2,   205.99,2,   205.90,2,   2.4760,2,   2.4269,2,  23.4575,2,  23.4633,2,  23.7411,2,  23.7402,2,   98.210,2,   0.0723,2,   4.6456,2,    0.631,2,    0.070,2,    1.960,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     33, A12004,2,    704.2,2,    698.3,2,   6.3659,2,   6.3669,2,  34.3285,2,  34.3302,2,   3.441331,2,   3.441572,2,    93.50,2,    93.20,2,   1.0747,2,   1.0545,2,   6.3017,2,   6.3026,2,  26.9833,2,  26.9846,2,   99.628,2,   0.0149,2,   4.7126,2,    0.048,2,    0.052,2,    7.890,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     32, A12003,2,    704.1,2,    698.2,2,   6.3709,2,   6.3718,2,  34.3282,2,  34.3301,2,   3.441747,2,   3.441994,2,    93.52,2,    93.30,2,   1.0749,2,   1.0552,2,   6.3066,2,   6.3075,2,  26.9825,2,  26.9838,2,   99.623,2,   0.0151,2,   4.7124,2,    0.048,2,    0.047,2,    7.871,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     31, A12002,2,    832.3,2,    825.0,2,   5.6672,2,   5.6679,2,  34.3542,2,  34.3574,2,   3.386356,2,   3.386695,2,    86.10,2,    85.51,2,   1.0115,2,   0.9892,2,   5.5949,2,   5.5956,2,  27.0927,2,  27.0951,2,   99.481,2,   0.0208,2,   4.7056,2,    0.048,2,    0.057,2,    8.286,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     30, A12001,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     29, X12050,2,     50.6,2,     50.3,2,  24.0304,2,  24.0295,2,  34.8366,2,  34.8389,2,   5.186627,2,   5.186838,2,   209.70,2,   209.60,2,   2.5361,2,   2.4839,2,  24.0198,2,  24.0189,2,  23.5118,2,  23.5138,2,   98.649,2,   0.0544,2,   4.6663,2,    0.233,2,    0.060,2,    0.767,2,  34.8464,2,  -999.00,9,  -999.00,9,0.02,1,0.02,1,1.21,1,0.027,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     28, X12128,2,    101.2,2,    100.5,2,  22.3592,2,  22.3586,2,  35.0136,2,  35.0147,2,   5.039285,2,   5.039368,2,   199.85,2,   199.61,2,   2.3705,2,   2.3246,2,  22.3389,2,  22.3384,2,  24.1328,2,  24.1337,2,   99.077,2,   0.0371,2,   4.6865,2,    0.350,2,    0.409,2,    2.305,2,  35.0169,2,  -999.00,9,  -999.00,9,1.03,1,0.09,1,1.62,1,0.105,1,0.03,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     27, X12127,2,    101.3,2,    100.6,2,  22.3723,2,  22.3716,2,  35.0137,2,  35.0149,2,   5.040642,2,   5.040728,2,   199.82,2,   199.51,2,   2.3706,2,   2.3240,2,  22.3520,2,  22.3513,2,  24.1291,2,  24.1302,2,   99.058,2,   0.0378,2,   4.6857,2,    0.358,2,    0.125,2,    2.579,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     26, X12126,2,    203.0,2,    201.5,2,  19.9413,2,  19.9434,2,  34.9328,2,  34.9334,2,   4.786472,2,   4.786760,2,   199.40,2,   198.97,2,   2.2585,2,   2.2188,2,  19.9039,2,  19.9060,2,  24.7358,2,  24.7357,2,   99.628,2,   0.0149,2,   4.7126,2,    0.049,2,    0.026,2,    3.935,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     25, X12125,2,    203.0,2,    201.6,2,  19.9600,2,  19.9472,2,  34.9341,2,  34.9326,2,   4.788529,2,   4.787048,2,   199.60,2,   199.27,2,   2.2609,2,   2.2215,2,  19.9225,2,  19.9097,2,  24.7319,2,  24.7341,2,   99.638,2,   0.0145,2,   4.7131,2,    0.053,2,    0.034,2,    3.704,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     24, X12124,2,    204.1,2,    202.6,2,  20.0136,2,  19.9962,2,  34.9355,2,  34.9349,2,   4.794181,2,   4.792340,2,   199.73,2,   199.45,2,   2.2636,2,   2.2244,2,  19.9759,2,  19.9585,2,  24.7189,2,  24.7230,2,   99.663,2,   0.0135,2,   4.7143,2,    0.052,2,    0.025,2,    4.070,2,  34.9364,2,  -999.00,9,  -999.00,9,2.51,1,0.03,1,2.52,1,0.185,1,0.02,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     23, X12123,2,    402.1,2,    399.0,2,  15.1893,2,  15.1895,2,  34.5722,2,  34.5725,2,   4.280807,2,   4.280859,2,   185.79,2,   185.52,2,   1.9502,2,   1.9235,2,  15.1277,2,  15.1279,2,  25.6140,2,  25.6142,2,   99.811,2,   0.0076,2,   4.7213,2,    0.038,2,    0.027,2,    5.105,2,  34.5716,2,  -999.00,9,  -999.00,9,9.63,1,0.01,1,10,1,0.672,1,0.03,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     22, X12122,2,    501.6,2,    497.6,2,  13.3556,2,  13.3554,2,  34.4471,2,  34.4468,2,   4.094422,2,   4.094372,2,   172.06,2,   171.95,2,   1.7751,2,   1.7525,2,  13.2849,2,  13.2848,2,  25.9072,2,  25.9069,2,   99.873,2,   0.0051,2,   4.7242,2,    0.039,2,    0.028,2,    6.034,2,  34.4442,2,  -999.00,9,  -999.00,9,13.74,1,0.03,1,17.12,1,0.965,1,0.03,1,   2107.1,1,   -999.0,9,   2275.7,1,   -999.0,9,  34.6150,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     21, X12121,2,    502.2,2,    498.2,2,  13.3456,2,  13.3528,2,  34.4478,2,  34.4467,2,   4.093564,2,   4.094139,2,   172.39,2,   172.12,2,   1.7772,2,   1.7536,2,  13.2749,2,  13.2821,2,  25.9097,2,  25.9074,2,   99.862,2,   0.0055,2,   4.7237,2,    0.040,2,    0.028,2,    5.617,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     20, X12120,2,    402.0,2,    398.9,2,  15.1823,2,  15.1827,2,  34.5719,2,  34.5724,2,   4.280094,2,   4.280184,2,   186.02,2,   185.37,2,   1.9518,2,   1.9222,2,  15.1208,2,  15.1212,2,  25.6154,2,  25.6157,2,   99.811,2,   0.0076,2,   4.7212,2,    0.039,2,    0.026,2,    4.745,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     19, X12119,2,    606.6,2,    601.7,2,   9.6082,2,   9.6085,2,  34.2930,2,  34.2934,2,   3.730139,2,   3.730200,2,   135.45,2,   135.36,2,   1.4107,2,   1.3917,2,   9.5387,2,   9.5389,2,  26.4771,2,  26.4773,2,   99.779,2,   0.0088,2,   4.7198,2,    0.043,2,    0.034,2,    6.518,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     18, X12118,2,    606.5,2,    601.5,2,   9.6046,2,   9.5730,2,  34.2925,2,  34.2899,2,   3.729746,2,   3.726580,2,   135.20,2,   135.32,2,   1.4090,2,   1.3907,2,   9.5351,2,   9.5037,2,  26.4773,2,  26.4805,2,   99.783,2,   0.0087,2,   4.7199,2,    0.044,2,    0.041,2,    6.688,2,  34.2902,2,  -999.00,9,  -999.00,9,23.48,1,0.01,1,41.92,1,1.683,1,0.02,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     17, X12117,2,    704.1,2,    698.1,2,   6.3628,2,   6.3662,2,  34.3285,2,  34.3301,2,   3.441038,2,   3.441487,2,    93.42,2,    93.18,2,   1.0742,2,   1.0544,2,   6.2986,2,   6.3019,2,  26.9837,2,  26.9845,2,   99.611,2,   0.0156,2,   4.7118,2,    0.047,2,    0.050,2,    8.224,2,  34.3302,2,  -999.00,9,  -999.00,9,33.08,1,0.01,1,81.85,1,2.375,1,0,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     16, X12116,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     15, X12115,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     14, X12114,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/05/2017,23:24, 29.0004, 129.0303,  835,   C16,  1,     13, X12113,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
